review,sentiment
 Parking facilities would of been an added bonus Also more choices of different flavours of Green Tea ,1
 Comfortable room and bathroom,1
No Negative,0
 Checking out ,0
 Small bed it was supposed to be a king bed It was not the case,0
Sold as a family hotel when clearly it is not Steps to hotel no access for disabled or pram users Dining g area only had 1 high chair which we had to wait for,0
Regular customer of Apex City of London hotel They didn t know I was a returning customer upon arrival Breakfast should have been included for over 300 for a room,0
 Great location and friendly staff ,1
No Negative,0
 This was the worse experience for me ever i didn t like anything in the hotel and I checked out from the second day and shifted to another hotel,1
 The location,1
 Room service menu is a little limited Having said that there are numerous eateries on your doorstep Parking not on site but close by ,0
 I didn t eat,1
 The room space is good,1
 Very hospitable staff are very helpful ,1
 Room was tiny ,0
 Lovely beds quiet rooms Attentive staff,1
 It s true that they give booking com customers the worst rooms right by reception The bathroom was tiny not enough plug sockets and the shower wouldn t stop dripping The room was also freezing and had to ask for a heater ,0
No Negative,0
 Air conditioning system was not working fine I have tried two rooms but it was same ,0
No Positive,1
 Wifi connection was bad ,0
 Good food with lots of variety ,1
 The location was perfect and so beautiful Only a tram ride from the centre anywhere really ,1
 Stepping out of the bath almost required a ladder ,0
The size of the room is definitely smaller than the description Befor arriving they informed us that the room we booked had something wrong so they will transfer us to their sister hotel which is two minutes walk We rejected and the first night they arranged us to a room at basement floor which was horriable I think it is because of overbook The hotel is not very clean And at the 7th day the toilet flush button also didn t work well,0
No Negative,0
 The location was great close to Train and Tube stations and lots of buses and shops so you are never far from anything or getting anywhere Hotel staff was very welcoming ,1
No Negative,0
Service exemplary When checking in all the deluxe rooms were taken accept on the 7th floor The 7th floor rooms are very small and ikea ish Down graded to a standard room on the 4th floor which was large and comfortable Like a suite compared to the other When we arrived back at the room there were petals everywhere champagne birthday cake as my wife s birthday chocolates and a letter for a free upgrade next time Excellent,1
 Room hot to sleep in,0
 We were upgraded to a Junior Suite which was great as the room was a lot larger The pastries at breakfast were lovely and warm The porters and Reception staff were very helpful ,1
When arriving I was told I had to pay 19 city tax That wasn t shown on the policies I pre paid extra for there to be petals on the bed there were no petals The sheets weren t changed the cleaner just made the bed didn t even sweep the floor When checking out the receptionist said she would call a taxi for us We waited 30 minutes after 15 we asked how long it would be she said I will check she said that twice Made us late for the airport and nearly missed our flight Wasn t happy at all,0
 Room quite hot couldn t work out the air con ,0
No Positive,1
No Negative,0
 The beds were great the concierge was perfect the breakfast copious our stay was worth every pound Nicely located quiet inside our room and wonderful in every way ,1
 The location of the hotel is great Room and bed were comfortable and clean We arrived at the hotel a few hours before check in time however we were able to get an early check in with no problems Would definitely stay there again ,1
 Tricky to find as there are two similar named hotels in same area ,0
 The long que for the breakfast,0
 Best scramble eggs ever ,1
 Location was good and close to central landmarks Staff at reception pleasant and helpful Facilities good in the room,1
 everything ,1
 The view from our penthouse room was amazing The location is perfect and we couldn t fault the hotel The staff were really friendly and made our three year old daughter welcome They give the children a passport with money tokens for them to spend at the bar The room was very clean and modern We loved our three night stay ,1
 Nothing Overall an amazing hotel ,0
No Negative,0
 Nothing,0
 Good location and very comfortable Very quiet for central London,1
 Asked for use of iron We never did get one ,0
 Location in a quiet street location to the tube and local shops,1
 Well trained knowledgeable approachable and friendly staff ,1
 Great Internet connection Beautiful location,1
 Great location friendly staff,1
No Negative,0
 Beautifull buiding next to Oosterpark Friendly staff Great breakfast ,1
Air con control in room did not work properly had to ask reception to turn it off as it was freezing despite turning it to 5 degrees Room very small for a 4 night stay Dispute at check out regarding bar bill all drinks paid for as taken but still had some charged to room,0
 Club lounge very nice View was nice as well,1
No Negative,0
Maintenance work on facade of hotel no advance warning and some rather inadequate drinks token to make up for it Leaking air con above bed was noisy and was dripping Stained carpet Not very safe feeling a steep staircase to the sleeping area with no barrier from 2 3m high Not much useful information No minibar Understaffed reception long wait,0
 Wifi didnt work in the room Staff weren t as polite as you would expect for the price Despite changing the key numerous times none of them worked well for the door Cant control water temperature No free water daily Restaurant food disappointing All in all we cant recommend this hotel ,0
 My room was too small ,0
 The room was tiny,0
 The staff in the kitchen lost it at one stage waiting for a time for coffee and taost,0
 Location helpful staff ,1
No Negative,0
No Negative,0
 One of the check in staffs attitude all the other staff were fantastic,0
 The staff were all really helpful,1
 Extra bed was the worst breakfast queue was really terrible It s easy to tell people to come at a specific time though you have to arrange it somehow Parking is far away and hard to come back because of road diversions ,0
We visited to celebrate my mother s birthday I emailed the hotel beforehand about this and was delighted to find my mother had been upgraded to a suite with great views over Waterloo and the Shard There was also a card a bottle of red wine and some chocolates in her room to mark the occasion The reception staff were exceptionally friendly and helpful and there were plenty of staff around in the dining room at breakfast to clear tables etc The location of the hotel is excellent We caught the river boat from Westminster Pier just across the river to Greenwich which was a really relaxing way to travel Also visited the View from the Shard which is 2 tube stops away There are plenty of restaurants nearby Thank you very much to the hotel staff for a great stay,1
 Staff were very nice and hotel close to station,1
 Character of the hotel was great Location was good,1
Unfortunately the hotel had boiler problems and we were move to another in their group The Grand Park Paddington 1 2 Devonshire Place Which was not where we wanted to be,0
 Rooms were far too warm air con didt work A open window would have done the trick ,0
 The location and buffet breakfast were OK The staff seemed to care that we were incredibly disappointed about how we were treated and the poor condition of the tiny room we were required to stay in But they did nothing to release us from the reservation ,1
 Really small room breakfast buffet not exactly overwhelming but location perfect and hotel in general extremely stylish Nice staff ,1
 I love the large towels I liked the computor room so I could check in for my flight The staff were extremely helpful,1
 Great location helpful and friendly staff ,1
 We paid for an upgrade to our room and liked it very much The bed was comfortable the room well appointed and most of all it was lovely and quiet The hotel was fine though we did little in it except sleep and have breakfast The latter was fine The location of the hotel is convenient for Fleet St and neighbouring areas ,1
No Negative,0
location was good around 5 10 minutes walk to paddington railway station staff very helpful in helping to book a taxi to heathrow airport,1
 Nothing was any trouble for the staff they all were helpful pleasant and couldn t be nicer,1
 very good location restaurants and supermarkets around and the clineanliness of the hotel ,1
 Twice room service was served incorrectly shower tap kept falling to bits ,0
 Fussy srvice,0
 Parking was too expensive,0
No Positive,1
 the rooms and the breakfast and the confort,1
 Friendly staff comfortable rooms very good bathroom great location nice vibr,1
 Only a one night stay ,0
 Food in the bar could have been improved I would have liked more choices for breakfast ,0
 Nothing This hotel and staff are superb Definitely stay here again ,0
 Comfy bed tasty hot chocolates,1
No Negative,0
 WITHIN WALKING DISTANCE TO THEATRES,1
 Location,1
 Location Cleanliness Comfort Helpful and friendly staff Little extra touches ,1
 The hotel is old but charming and the staff very accomodating Lovely bar The location is great tube next door but one can easily walk to to many of the main attactions ,1
 the building meeting rooms modern style of my room park,1
No Negative,0
 Good location,1
 The times gone by grandeur of the reception area and other public rooms This coupled with the ultra modern interiors of the bedroom to which we were upgraded as it was my wife s special birthday All the staff we encountered were pleasant and most helpful from the moment we arrived Secure car parking available within a few hundred yards as was the London Underground ,1
 There s stink smell when I open the bathroom door the room was small with bad view,0
 Really like the location as its suits me for where I like to hang out etc ,1
 Just the location and view,1
 Great stay Gave us chocolates for our Anniversary,1
 Some signs of Wear and tear Cleanliness could be a bit better ,0
 Disappointed we asked for up grade but not available,0
The Italian restaurant up the street from the hotel which we had to use as the hotel restaurant bar and room service all closed by the time we checked in at 10 30,1
 ,0
No Negative,0
 Location was good breakfast was good Rooms were fairly quiet ,1
No Negative,0
 Excellent breakfast Compact but comfortable room ,1
 The room was too hot despite the fact we turned down the thermostat ,0
 Beds very very comfortable,1
 The breakfast buffet was fantastic The building is wonderful and the hotel is well situated ,1
Breakfast every day the exact same thing If you are there for 2 days its fine but more than that it starts to be annoying,0
No Positive,1
No Negative,0
 The rooms were very clean and comfortable especially for London where they tend to be rather small Good value for money and very friend y and helpful staff ,1
 The location,1
No Positive,1
No Negative,0
 however the rooms were not maintaned so well as the common parts of the hotel TV handler did not work wifi did not work phone in the room did not work Concierge was nice and came into my room to repair but definetly rooms are overpriced they are old and need a strong refurbishment ,0
 Nothing,0
 Restaurant was expensive,0
 close to station but very quiet Good value for money at last minute rate ,1
 The room cleaning wasn t as expected Should take care of their staff and follow up on their work ,0
 The atmosfer at the hotel is very good Location near is excellent close to all activity,1
 Reception staff,0
 Bed was really comfortable ,1
 The bed was very comfortable The hot and cold breakfast was plentiful The hotel is beautiful There is plenty of staff ,1
 Being on the South Bank made it difficult for other sites in the rest of London,0
 Comfortable and modern hotel Rooms were quiet with large bathroom Friendly staff ,1
No Negative,0
 I did not like being at the front of the hotel We stayed for a few days at the back of the hotel and returned from a trip to be put at the front Nicer view but no sleep as you can really hear the drunks shouting in the street,0
 When checking out they tried to charge me for a breakfast that I never had,0
 The shower in the bathroom was faulty,0
 From check in to concierge keeping our bags bar staff comfy beds This hotel was perfect Fantastic location right by the Southbank We come once a year with the kids and will stay here again ,1
 Old world decoration very friendly and helpful staff Good breakfast Good location for central line and Hyde park ,1
 Really friendly staff Very family friendly,1
 Very large and comfortable suites,1
 Location was ideal for our purposes ,1
 Optional service charge which Is added automatically on room service as well as a tray charge Double recovery not what I would expect,0
 The bath was huge and the location was really good near the tube but outside the congestion zone with a good car park,1
 the location the refund and upgrade on last night,1
 Location,1
 Location,1
 Good location very easy to reach the tube and British Museum,1
 Room was too hot and quite compact Room overlooked the back of hotel where some generators hummed all night ,0
 The staff were very friendly and helpful It was my friends birthday treat and he found a piece of cake in his room which was totally unexpected a lovely gesture ,1
I stay in two different time first from june 28 to july 02 Problem with Air conditioner made 3 claims no properly protection in the shower and flooding the floor second time from 10 to 15 of July different floor everythind is New i had no problem Good the way the crew of the Hotel was very good,1
 Room spacious Enough tea coffee etc Staff very pleasant Bed comfy,1
 Management impersonal and unhelpful when we asked for help,1
 My only small issue was I thought room service could go on a little later as it s a chain hotel but not a huge deal,0
No Positive,1
 It would be helpful if the hotel could provide more detailed info on how to get to the hotel from the subway station Customers shld look out for the green elephant in the doorway otherwise really difficult to find the entrance to the hotel ,0
No Positive,1
No Negative,0
 Breakfast could have been warmer Cooked food tasty but a little cold Coffee really hot and good ,0
Initially counter lady was nice to us but when we asked for 2nd floor room spl request already accepted by hotel due to health conditions she put us on 7th floor not comfortable to us despite repeated requests nothing done we had to stay at friends house for from paris,1
 Location,1
 Nothing,1
 Lovely big room plenty of storage big bathroom clean and comfortable,1
 Comfortable beds pillows and comforters Big bathroom with deep and nice bathtub AND large separate shower Luxurious bath products Fun bar Fri Sat nights ,1
 It is hard to pin point anything as such,0
No Positive,1
 More relaxing,1
Bathroom was very small dust on lamps and hand rail in bath loose nice hotel but would only give it 3star,0
High time to change the mattress in room 1030 i think,0
 Would have liked bigger room and one with a view but you don t go to London to sit in your room Breakfast good but a little expensive ,0
 comfy beds,1
 The shower didn t work properly The bathroom was tiny and it wasn t easy to get out of the shower A shower cap would have come in useful ,0
 Le manque de rangement,0
 Can not think of anything ,0
 Excellent location Good size bedroom Excellent food and wine albeit on the expensive side Pool and Spa facilities ,1
 nice clean room,1
 Free bottle of water and coffee and tea Location and reception,1
 Clean room with decent air conditioning ,1
 We were put in a disabled room so no bath ,0
 Shower was poor unfortunately luke warm at best lacked power,0
The hotel is very nice and not far from Paddington station 5minutes walk with heavy luggage The staff are very helpful and friendly they make a surprise for us after they knew that we re on honeymoon trip Such a good memory,1
 Shower over bath with only half glass screen floor was very wet after each shower Lost Internet during power cut ,0
 Breakfast was expensive and hotel could have benefited with a Gym Swimming pool,0
 comfy bed,1
 I loved this place They are renovating some of the hotel and so it will be even nicer ,0
 Buffet breakfast was a bit expensive Rooms were a bit tiny but manageable,0
 for the rate I paid it wouldn t be fair to complain about something,0
 Location Amazing room with a lovely view Breakfast was delicious with so much variety ,1
 My wife had a poor cut of meat when in the restaurant but when we advised the staff the whole issue was handled very well ,0
Lovely rooms 10 10,1
 Being double booked and asked to leave being rebooked into someone else s room and receiving no compensation for time lost and stress and inconvenience ,0
 Great staff thanks for the upgrade ,1
 nothing,1
 The staff were kind polite very helpful and you could have a joke with them too We received a room upgrade upon check in The room was fabulous The hotel was clean and well presented We loved it and would definitely stay again and recommend to others ,1
No Negative,0
 Communal facilities are nice and the breakfast is good However the room was in a poor state with a lack of attention to details making it look shabby ,1
 Bed great,1
 The view was amazing Staff were wonderful,1
No Negative,0
There were problems on arrival with our rooms we were asked if we could move hotels we selected the location to walk into Hyde Park the next day then the rooms were confirmed but only one out of the two rooms was made available by 6pm,0
 Afternoon tea provided Friendly staff always helpful ,1
Hotel in great location 4th visit to hotel,1
 Value for money friendly staff and location The free fruit wine and soft drinks in room especially the fruit ,1
 Comfy chair in the room ,0
No Negative,0
 Bathroom let the suite down as it didn t look up to standard compared to the rest of the suite taps and shower looked as if it needed cleaning with a goodlime scale remover ,0
 The room was big spacious and the bed extremely comfortable The bathroom was similarly huge and had a great standalone bath as well as waterfall shower,1
No Positive,1
 Most of the thing we experience is a very good just keep it up,1
 This is a perfect hotel I loved the huge fluffy towels comfortable be soft pillows perfect breakfast free newspapers the staff and the free newspaper the location is superb ,1
 Good quality fixtures and fittings comfy bed premium tv channels excellent location,1
No Negative,0
They state superior double room But not kidding it s a box size The 1st room had no space on one side of bed a day was 1ft space between foot of bed and wall We requested change they did but then 2nd room smelt of damp So 3rd time lucky,0
 No tea coffee facilities in the room,0
 None,0
 Staff was very friendly Located ten minutes from the underground which was nice ,1
 Double booked at Hotel and Hotel has yet to refund me me the cancelled booking Have disputed double charges with my credit card company and the issue has yet to be resolved in my favor ,0
 The service location and general appearance,1
 Room was very warm ,0
 Bar was expensive Would of bought more had it of been cheaper,0
 Quiet room with a very comfortable bed ,1
Having no lift Found the 3rd floor very hard to climb the stairs as I m restricted because of health problem Definitely would go back to this hotel Only on a ground floor,0
 Room Very Small Air Conditioning Was Very Loud,0
 honestly My wife and I were really looking for a room with a view on London Eye and or the Big Ben Plus we did not like the bathroom door style a bit transparent and openable from outside our little son has no boundaries ,0
 The bathroom if someone took shower because it will flow over to the elevated floor ,0
 expensive breakfast went to pret some fittings not right bathroom door did not shut plug in sink didn t Forgivable because its such an iconic building but certainly not competition to the best in the west end ,0
 Nothing ,0
 Nothing top quality,0
 Very comfortable room,1
 Rooms lovely location was excellent Very clean hotel,1
 The room was really large by London standards well planned out great modern decor a balcony to sit outside on Nespresso machine Elemis toiletries friendly helpful staff very clean good location right on Fleet St Would stay again,1
 The room was tiny and for that reason we would not stay again ,0
 There isn t underground station nearby but buses are rite at the doorstep ,0
 Its good,1
No Negative,0
 Spacious room good facilities and excellent bed ,1
We booked the restaurant in evening and when we went to pay we asked if we could split the bill as we were with friends and we had our son so ours was more and we were told it would take to much time and he was to busy to do it and we would have to do it ourselves so we then had to go off to one side and get our phones out to work it out for him We paid a lot to stay there and brought another 2 couples with us and I just felt his attitude was not in keeping with a restaurant and hotel like that and I would think twice about dining there again Other than that the other staff were lovely and helpful especially the concierge who was so friendly and helpful,0
 All waz good,0
 When we arrived at the hotel we were told that there were problems with the boiler so we would have to stay in another hotel of the chain London Grand Paddington Court We were offered a complimentary breakfast for noth days The following review is of the hotel where we ended up staying which was the London Grand Paddington Court Instead of the twin beds our room had a double Everything else was as advertised good shower tea and coffee ironing facilites We did enjoy our stay but having to share a bed was an inconvience The breakfast was delicious ,1
 Breakfast was excellent with very good service Rooms were excellent vary spacious and great we had interconnecting doors as we requested for which your excellent staff opened up and also made the sofabeds up in both our bedrooms ,1
No Negative,0
 Location,1
 Beautiful chandelier and commanding entrance to the hotel,1
 Poster responses was excellent and the receptionist as well,1
No Negative,0
 The house keeping can be improved The staff forgot to replenish the tea and coffe amenities frequently ,0
 Good breakfast Free wi fi Good bar Lovely room with a nice view to the hotel s garden Great bathroom with a very good shower Excellent location,1
 Lovely hotel Very helpfull and friendly staff Nice clean rooms Near undergound entrance and underground all the way to Heathrow Very good coffe at breakfast ,1
 location and staff,1
 Complimentary wine fruit and chocs lovely touch Near tube to get around but in a quiet area ,1
 The hotel provides a free mobile phone during your stay with unlimited calls and internet use which is awesome However it was out of battery when we arrived not very convenient but the staff especially Claudio was very helpful and looked in other rooms to give us another battery ,1
No Negative,0
 Good service good staff very friendly helpful everthing you need for that perfect stay ,1
 The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ,1
 Wonderful nights sleep due to super quiet dark comfortable bedroom ,1
 Rooms are comfortable spacious and bathroom was very clean ,1
Clean rooms no noise even when so close to the main street excellent balcony with a super view 5th floor nicely decorated safe everything you need for a perfect stay Close to the metro station and this line brings you to all good places,1
 Small bathroom,0
 small things pencil was broken bottles for the shower gel were tiny ,0
 Proximity to the tube Beautiful exterior and architecture Very friendly staff Nice big bathroom in our room Good neighborhood for dining ,1
 Staff were very friendly and helpful,1
No Negative,0
No Negative,0
 not much,0
 Rather expensive,0
 The bed was comfy and the use of hotel was a lovely touch for first timers in London Staff at the reception very friendly and helpful ,1
 The room service are vary bad people s,0
 The bathroom had water leaking from the radiator,1
close to city center 3mins away from Tube station very clean and comfortable rooms very friendly and professional staff excellent breakfast,1
 Staff v friendly Great cocktails,1
 Not enough seating area in bar and reception,0
 Hotel is going through a major refund but is definately looking tired,0
 We were upgraded to a studio apartment on arrival over looking the London eye,1
 Sofa bed broken ,0
 We were booked into a Superior room but the bathroom was accessed down steep stairs and that small that it was in my opinion dangerous ,0
 Nothing your doing a fantastic job,0
 The reception staff is not at all courteous After paying so much they need extra money for everything We asked for good view room they need extra money for it We asked for late check out they need extra money for it The hotel does not have a lobby for spending some time You sit in the caf and they want that we should order something so that they get money The rooms are so small I will not recommend this hotel to anybody ,0
 Nothing,0
No Negative,0
 Eventually when I returned there was only one room left Probably the worst in the hotel Some staff were poorly trained gave misinformation ,0
 Staff in Restaurant were very helpful at Breakfast with Gluten Free Diet Selection of food was very good ,1
 Couldn t get a sit down breakfast in the resteraunt in the morning We had to perch on the small double in our room Single glazing and noise from the street made for an uncomfortable night Internet was intermittent the mobile phone inoperable ,0
 Historical Interiour nice bar and entrance hall Chocolate and fruit in the room ,1
No Negative,0
No Negative,0
No Positive,1
The location is fantastic about 10 minutes walk to the Waterloo Station and London Eye The Studio Double room is made up of 2 smaller rooms interconnected by a mini kitchenette There are kitchenware and microwave for use One room consist of a queen size bed and a sofa bed in the other Suitable for family of 4 There is a public laundry room for those who would like their laundry to be done,1
The room was perfect on the10th floor with great views of the London Eye and Big Ben the bed was really really comfortable and the room very quite Great location for walking to to sights and especially South Bank,1
No Negative,0
 Location was good and local to tourist attractions ,1
 Room was tiny and dark I got moved around to a different property one block away because Park Grand had hot water issues Then when I checked into the second location they moved me across the street to a hard location Too much money for such a small room ,0
No Negative,0
 Breakfast too expensive ,0
 Hotel was extremely nice Staff were fantastic ,1
 I was given complementary breakfast as there was a problem with the room that I booked and had to be moved ,1
We were given the broken boiler story too and they tried to move us to another hotel until I asked for the price difference to be refunded we paid 158 and the sister hotel was advertised at 107 we were suddenly found an available room at the current hotel Also the room smelt of drains sewage,0
No Negative,0
 Location is great close to the underground and over ground stations Close to super attractions ,1
No Negative,0
 Breakfast I missed cutted fresh fruits for Muesli couldn t find the Cheese and for Capuccino you had to pay extra ,0
No Positive,1
 Nil,0
No Negative,0
No Negative,0
 No walk in shower and not all lifts available on Sunday morning ,0
 Nothing,0
 The breakfast and the garden are superior,1
No Positive,1
Room 1407 was great Staff were friendly and accommodating,1
 The hotel is beautiful The exterior and the interior are stunning The location is also very convenient to the Piccadilly line tube station and short walk to Euston Kings Cross and Tottenham Court Road The breakfast buffet had a lot of options ,1
 Pillow and bed too hard and room too confined especially bathroom However upon request they gave me a soft pillow Nice if sports had been shown on TV but available at nearby pubs,0
 Location is top that s it ,1
 Loved the historic character of the building It was well maintained The room was comfortable if a bit small Bathroom was large Room service was good Good location and great value for the price ,1
 Efficient friendly staff ,1
No Negative,0
 The hotel staff were excellent and the bed was very comfortable like the idea of the portable handy phone Very homely place WOULD DEFO COME BACK if slightly cheaper ,1
The beds were way too soft to my liking the shower switch wasn t working housekeeping seemed to forget their items in the room for 2 nights I stayed there,0
 Very helpful polite and friendly staff Was my husband s birthday so they left a card wine soft drinks and popcorn for the children ,1
 Cramped bathroom facilities,0
 Room very warm aircon was not cooling down the room Bathroom very small and toilet very low ,0
Perfect location as we booked for London eye and was only a 5 min walk,1
 None ,0
No Negative,0
 Excellent service,1
the family room given to us was big the kids got a lotsa room to play around we had a double bed and a single sofa bed with a pull out in the room loves the separate shower area in the bath room the bath tub is extremely clean and the water pressure was good the room was very clean the front desk service gentlemen were really nice On our first night there as there s no nearby food outlets the service guy proactively recommended some food delivery services and provided us some leaflets and recommendation We had nice hot yummy pizzas and Japanese food delivered right to our room the location is about 8min walk to the Metro easy asses to where we need to go,1
 The size of the room,1
No Positive,1
 The air conditioning in the room did not work well ,0
 Agtha in the breakfast room was extremely nice friendly always had a smile on her face so helpful she impressed us the most ,1
 All the staff were really nice Yulian was the coolest The breakfast was really good The hotell was lovely ,1
 The location was excellent,1
room a bit on the small side and pillows a bit hard I run a guest house in cornwall you could cut your bread bill in half we were given 4 large slices of toast with our breakfast far too much if people want more they can ask for it also there is nothing worse than butter from the fridge that is rock hard,0
No Negative,0
 The room was not so clean especially the bathroom ,0
 In our first room the sofa bed was broken but we were soon moved and upgraded ,0
 plug would stick,0
 Noting Just location ,1
 No hot water,0
 Cocktails in the Lobby Bar it has a fantastic buzz Try the Charlie ,1
No Positive,1
 The bed and pillow weren t comfortable,0
 Very good service beautiful place location was superb ,1
 Drinks amazing and service from staff,1
No Negative,0
 Very helpful staff,1
 It was nice there Easy access to other places ,1
No Negative,0
No Negative,0
 Staff are extremely friendly and obliging Aircon in my room didn t work so they immediately arranged a move and upgrade Location is brilliant Free wifi Breakfast was good and convenient A great place to stay ,1
 Very very good staffs they did great job,1
 Excellent room and interesting hotel Great location out of the centre but easy to get to on tram ,1
 Nothing ,0
 Our bedroom could have been a bit bigger Sometimes it was difficult to move about ,0
 Just wish it was a little cheaper ,0
No Negative,0
 Break fast need to be change between time to time,0
 Could have been a little cheaper although I realise it is central London ,0
No Negative,0
Such an excellent location 1 minute to a tube station so easy to get around Comfortable quiet rooms with extremely helpful staff We will return again and again,1
 Location,1
 nice staff and helpful,1
 My sister slept all night for the first time in months The staff were wonderfully helpful pleasant friendly We will stay there again next year ,1
 Fantastic food,1
 Bed and sheets very good Kitchenette very handy and there is extra space in fridge for your own things ,1
 Excellent room and great staff Location couldn t have been better,1
 Nice bar but the barman wasn t very friendly ,0
No Positive,1
 Loved the fact that the hotel was so centrally situated Each evening went back to a really comfortable room where we could relax and look out over London at night,1
 Location Clean Staff friendly ,1
 Location nothing else that stood out ,1
 Bathroom was small but adequate for our needs ,0
No Negative,0
 Oh hotel is quite nice but sorry to say the location is terrible not acceptable Hotel should have a shuttle for guests to take them to the closest metro station to avoid walking through the intimidating neighbourhood especially with kids ,0
No Negative,0
 The room rate is too high compared to the services provided The room service could have been better I stained my sheets with coffee and makeup on my first night and when my room was cleaned the next morning the cleaners failed to change my sheets ,0
 Nice location,1
The room and facilities are very nice I really wanna stay in all day but yeah we re here to travel The location is good There s a bus stop right in front of the hotel but you may need to walk at least 10 minute if you come from any underground station nearby,1
 On the whole it was excellent,1
 Polite and friendly staff ,1
 Small bathroom but was enough for the stay ,0
 The location was good few minutes walk to Waterloo station The kitchenette was very useful microwave side space in the fridge and cutleries Room was a good size Separate sleeping area for the kids ,1
While it was a great idea to have guests decide whether or not to have room cleaned we would have had to give note stating this to reception by 9am I did not even read it until 10AM Why not let it be signed and left in the room or hung outside the door just a thought,0
 You could hear the traffic although the hotel is not located near a main road you can hear vehicles passing by ,0
No Negative,0
 The sofa bed,0
 Reception and concierge staff were very welcoming and friendly The location can t be beat for tube nearby and Boris Bike stands There s a Pret a Manger for quick bites and breakfrast and Brunswick Square also has loads of shops ,1
The location was perfect very closed to Paddicton tube station and to the Heathrow express station 10 from the beautiful Hyde park The neighborhood was so beautiful and quiet The bed was also great and the room was big and very clean,1
 Service and location both excellent Hotel was a beautiful building we did not eat at hotel but bar and dining room looked very inviting We had an issue with the room and it was not possible to resolve it in time but we were offered and accepted a complimentary taxi to our train station ,1
 Fabulous bed and bathroom extra big great for getting ready for an occasion It was like a little oasis of quiet set away from all the noise Will stay again ,1
very inefficient elevator getting down from 23rd floor sometimes had more than 10 stops,0
 nothing,0
There was a leek in the roof above the shower in room 421,0
 Basement apartment was an unexpectedly poor location,0
No Negative,0
 Smallest room I ve seen in a long time I booked a double deluxe room and it appeared to be one of the smallest rooms looking at the fire escape floor plan Far from impressed ,0
 Given upgrade to better and bigger room staff extremely helpful and friendly,1
 Amazing hotel excellently appointed great location quiet comfortable rooms and very good value for money compared to similar price points Black pudding on the breakfast was delicious ,1
 Rooms very comfortable Good location ,1
Room small and smelt like drains stained bedding yuck Room 001 right by a staff door that banged every few mins from dawn Def not worth then money,0
The location was excellent Room accommodated 3 adults very comfortably,1
No Negative,0
 Not a dislike but some areas could do with a spring clean Its a busy hotel so difficult to close areas off to follow this through However this would not stop me from staying here again,0
 Room was awful Constant buzzing air con room was dark and cramped Booked a luxury deluxe but the room felt like a standard No iron in the room Overall bad experience ,0
No Positive,1
 Location for London centre was good ,1
 The bed on our room wasn t very comfy the sofa was a lot softer and we would have shared that instead of the bed if it was bigger ,0
 Good location very helpful staff lovely old building Bedroom very comfortable ,1
 Good location stayed here before some years ago great facility when only topping one night that you can leave bags and pick up later,1
 Staff very courteous ,1
 Main reason close to Paddington for Heathrow Express and pleasant walk through Hyde Park into Mayfair and West End ,1
No Positive,1
 No kettle in room,0
 Nice Parisian feel to the hotel loved the lift which was modern while keeping the old fashioned appeal Very nice reception and guest area great location for exploring the Left Bank Notre Dame and Louvre areas ,1
 The bed was very comfortable,1
No Negative,0
 Nothing It was a lovely but small room in London with a good view But had everything we needed Would definitely stay again ,0
 The bar prices are astronomically high so we left the hotel and spent the evenings elsewhere ,0
 Very helpful staff at the front desk and our room was spacious and very comfortable,1
 The staff are very attentive extremely keen to ensure your stay is pleasant and enjoyable Their interest appears very genuine and without exception the staff are this hotels greatest asset location adjacent to Hyde park was lovely in the Autumn ,1
 The A C control in the room did not work We notified the issue the day we checked in but it was never fixed We needed to call the counter for them to change the room temperature The furnishings in the lobby need attention they look old and beat ,0
 I don t see how any improvements could be made to the quality of the room cleaning services and position of the hotel I would definitely return ,0
 Tea and coffee facilities should be in the room although you could phone reception and ask for them I feel they should have been there without asking the room could have been bigger,0
 Needs a smartening up of its appearance But then it s in Bayswater not Mayfair ,0
 Curtains did not close properly looked a bit worn ,0
 Great location very friendly and efficient staff I m coming back ,1
 Breakfast too expensive so ate elsewhere ,0
 temperature control was difficult and bedding was too warm with no alternatives Restaurant was expensive and meals a bit disappointing but plenty of alternatives nearby ,0
 Pricing of food and additional charges,0
 Excellent hotel friendly staff only to happy to help the room was gorgeous with an amazing view ,1
 Nothing all great ,0
 The hotel was beautiful in setting just what we were looking for,1
 The rooms were extra small,0
No Positive,1
 Nothing was lovely Will come again ,0
 Uncomfortable bed small room windows requiring repair and were drafty and noisy and the room decor was extremely dated ,0
No Negative,0
 Really friendly and helpful staff Delicious sandwiches that we ordered from room service Bed was comfy complimentary toiletries bathrobes slippers soft drinks bottle of wine and chocolates all made our stay feel more special We intend on coming back again very soon it was lovely ,1
 Hotel was just a bit quiet for what we had wanted Ideally it would have had more of an atmosphere around the bar or something in the evenings ,0
The breakfast was amazing and the staff could not do enough only a 15 minute walk from Covent Garden,1
 Service ,0
They gave us complimentary wine and chops for husbands birthday but hotel dark dreary and building works at front of building and bar shuts at 23 00 hours,1
 mosquito inside the shower gel unoppened bottle breakfast of poor quality there are much better options to eat around the area,0
 The service was excellent and staff extremely friendly,1
 The breakfast buffet was ample but not high quality products I would suggest going elsewhere for a good English breakfast ,0
No Positive,1
 Heater system wasn t reach enough tempreature ,0
No Negative,0
